"CompanyId","CompanySiteID","CompanyName","PostToWebsite","Visible","Researcher","Cohort","DateLastUpdated","RefreshSchedule","NextRefresh","RelevantParentCompany","RelevantSubsidiaryCompanies","AllAliases","FirstEightAliases","AllOtherAliases","CompanyWebsite","Majorcompanybrands","HeadquarterCountry","PublicOrPrivate","TickerSymbol","Sector","Industry","MarketCapitalizationDisclosed","MarketCapitalization","AnnualRevenueDisclosed","AnnualRevenue","FinancesCurrency","MarketCapitalizationInUsd","AnnualRevenueInUsd","FinancesCurrentAsOf","TwitterHandle","SustainabilityReporting","SustainabilityCommodityReporting","CommodityReportedon","SustainabilityReportingYear","AcknowledgeDeforestationIssue","AcknowlDeforestationwithCommod","CDP2015_voluntaryoffsetbuyer","PromiseFuturDeforestationCommit","CommodityTypeofFutureCommit","GeneralCommitment","SoyCommitment","PalmCommitment","TimberPulpCommitment","CattleCommitment","TotalCommitments","DormantCommPresent","NumberOfAssessments","NumberOfRelatedActivities","CreatedAt","ModifiedAt","VoluntaryOffsets","Researcher_Other","UpdatedNotes"
"3089","","Pladis","No - profiled under subsidiary","","Jonathan","","9/12/2018","12 Month","2/14/2019","Yildiz Holding","Godiva Chocolatier, United Biscuits, Ulker, and DeMet\92s Candy Company","","","","pladisglobal.com","","","","","Consumer Staples","Consumer Goods","No","","","2200000000.0000","GBP","","3168565400","2/14/2018","padis_global","","","","","","","","","","","No","No","No","No","0","","0","0.25","","1/26/2019 2:14:34 AM","","",""
"3090","","PLANET RETAIL","No exposure","","Jonathan","","3/22/2016","-","","","","","","","www1.planetretail.net","","United Kingdom","Private","Private","Business Support Services","Retail/Wholesale","No","","No","","","","","","PlanetRetail","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3091","","Plantaciones de Balsa PLANTABAL","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3092","","Plantaciones de Pucallpa","No commitment, has exposure","","Philip","","3/29/2018","12 Month","3/29/2019","Melka Group","","","","","","","","","","Farming","Agriculture","No","","No","","","","","3/29/2018","","","","","","","","","","","","No","No","No","No","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3093","","Plantar Empreendimentos","","","","","","-","","","","","","","www.planter.com.br","","BRAZIL","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3094","","Platinum NanoChem (Formerly known as: Platinum Energy Sdn. Bhd.)","","","","","","-","","","","","","","Platinum NanoChem Sdn. Bhd. (Formerly known as: Platinum Energy Sdn. Bhd.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3296","","Purinusa Ekapersada","","","","","","-","","Asia Pulp and Paper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3297","","PVH Corp.","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3298","","PWC","No exposure","","Philip","","2/18/2016","-","","","","","","","www.pwc.com","","United States","Private","Private","Business Support Services","Business/Consumer Services","No","","No","","USD","","","2/18/2016","PwC_LLP","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3299","2748","Pyramid Wilmar","Yes","yes","Jonathan","2018","2/28/2018","Predictable","Predictable","Wilmar International Limited, Pyramid Oil Mills, Pyramid Lanka","","Fortune Cooking Oil","Fortune Cooking Oil","","www.pyramidwilmar.com","","","","","Food Products","Consumer Goods","No","","No","","LKR","","","","FortuneSL","","","","","","","","","","","","Yes","","","1","","0","1","","2/13/2019 5:22:08 PM","","",""
"3300","179","PZ Cussons","Yes","yes","Philip","2016","3/8/2017","12 Month","3/8/2018","","Seven Scent Limited, The Sanctuary Spa Holdings Limited, Milk Ventures UK Limited, Minerva SA, Harefield Industrial Nigeria Limited, Nutricima Limited, PZ Wilmar (Joint Venture)","Bliss, Carex, Charles Worthington, Coast, Cussonsbaby, Cussonsfirstyears, Fudge, Haier Thermocool, Horio, HPZ, Imperial Leather, Joy, Luksja, Mamador, Morning Fresh, Mum&me, Nunu, Nutricima, Olympic, Original Source, Radiant, Rafferty's Garden, Robb, Sanctuary Spa, St. Tropez, Ushindi, Venus, Yo!, Zip","Bliss,  Carex,  Charles Worthington,  Coast,  Cussonsbaby,  Cussonsfirstyears,  Fudge,  Haier Thermocool"," Horio,  HPZ,  Imperial Leather,  Joy,  Luksja,  Mamador,  Morning Fresh,  Mum&me,  Nunu,  Nutricima,  Olympic,  Original Source,  Radiant,  Rafferty's Garden,  Robb,  Sanctuary Spa,  St. Tropez,  Ushindi,  Venus,  Yo!,  Zip","www.pzcussons.com","","United Kingdom","Publicly traded","UK: PZC","Housewares","Consumer Goods","","1370000000.0000","","821100000.0000","GBP","1973152090","1182595022.7","3/8/2017","","","","","","","","","","","","No","Yes","No","No","1","","3","3","","2/13/2019 5:22:08 PM","","",""
"3301","","Q Cold Ltd","","","","","","-","","","","","","","Q Cold Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"3302","","QEW Ghana Ltd.","","","","","","-","","","","","","","QEW Ghana Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"3303","","Qingdao Kingking A.C.Ltd","","","","","","-","","","","","","","Qingdao Kingking A.C.Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"3304","","Qingdao Shanming Foods CO.,LTD","","","","","","-","","","","","","","Qingdao Shanming Foods CO.,LTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"3305","","Qingdao Young Chang Int`l Leather Co","","","","","","-","","","","","","","www.youngchang.co.kr","","China","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:52 AM","","",""
"3306","","QL Resources Berhad","","","","","","-","","","","","","","QL Resources Berhad","","Malaysia","Publicly traded","","","","","","","","","","","8/9/2017","","","","","","","","","","","","","","","","0","","3","1","","1/26/2019 2:14:52 AM","","",""
"3307","","QMI-SAI Global Assurance Services (QMI)","","","","","","-","","","","","","","www.qmi.com","","CANADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"3308","","QP Corp","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:52 AM","","",""
"3309","","Quality Pastries bv","","","","","","-","","","","","","","Quality Pastries bv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"3553","","SCHUTTER ARGENTINA S.A.","","","","","","-","","","","","","","www.schutterarg.com.ar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3554","","Schutter International BV","","","","","","-","","","","","","","Schutter International BV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3555","","Schwan-Stabilo Cosmetics GmbH & Co. KG","","","","","","-","","","","","","","Schwan-Stabilo Cosmetics GmbH & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3556","","Schwarz Group","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:15:04 AM","","",""
"3557","","Scientific Certification Systems","","","","","","-","","","","","","","www.scscertified.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3558","","Scintan India","","","","","","-","","","","","","","www.prime-international.in","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:15:04 AM","","",""
"3559","","Scottish Grocers' Federation","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3560","","Scotts Bakery Ltd","","","","","","-","","","","","","","Scotts Bakery Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3561","","SCRD","","","","","","-","","","","","","","http://www.scrd.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3562","","Screwfix Direct","Notes included","","Jonathan","","5/12/2016","-","","Kingfisher","","","","","","","United Kingdom","Private","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3563","","SCS DIS TICARET VE PAZARLAMA A.S.","","","","","","-","","","","","","","SCS DIS TICARET VE PAZARLAMA A.S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3564","","Seafarms","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3565","","SEALAKE INDUSTRIES","","","","","","-","","","","","","","SEALAKE INDUSTRIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3566","","Sealed Air","No commitment, has exposure","","Philip","","9/5/2018","12 Month","10/21/2017","","Diversey, Inc","Cryovac","Cryovac","","www.sealedair.com","","United States","Publicly traded","NYSE: SEE","Containers/Packaging","Industrial Goods","","8570000000.0000","","7030000000.0000","USD","8570000000","7030000000","10/21/2016","Sealed_Air","","","","","","","","","","","No","No","No","No","0","","0","2","","2/13/2019 5:22:08 PM","","",""
"3567","","Seara","Notes included","","Philip","","10/19/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3726","208","Sofidel","Yes","yes","Laura","2016","9/7/2018","12 Month","9/29/2017","","Comceh, Delicarta, Delipapier, Delitissue, Ibertissue, Intertissue Baglan, Intertissue Horwich, Papyros, Swedish Tissue, Th\FCringer Hygiene Papier","Nicky, Regina","Nicky,  Regina","","www.sofidel.com/en","","United States","Private","Private","Nondurable Household Products","Consumer Goods","No","","","1724000000.0000","EUR","","1923050231.49","1/1/2016","sofidelsharing","","","","","","","","","","","No","No","Yes","No","1","","3","3","","2/13/2019 5:22:08 PM","","","annual revenue, finance year"
"3727","","SOFIVO","","","","","","-","","","","","","","SOFIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3728","1951","Softbank Group Corp.","yes","yes","Laura","2016","9/10/2018","12 Month","4/24/2018","","Sprint Communications, Sprint Corporation, Yahoo Japan, Ymobile corporation, Brightstar Corp., ARM Holdings","","","","www.softbanktelecom.co.jp","","Japan","Public","Tokyo: 9984","Wireless Telecommunications Services","Telecommunication Services","","12010000000000.0000","","9160000000000.0000","JPY","75089300000","77198550","2018","SoftBank","","","","","","","","","","","No","No","Yes","No","1","","0","2","","1/26/2019 2:15:04 AM","","","revenue, public/private, ticker, market cap, finance year"
"3729","","Soil Association Certification Ltd","","","","","","-","","","","","","","www.soilassociation.org/woodmark","","UNITED KINGDOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3730","","Soja Netzwerk Schweiz","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3731","","Sojarei Vollwertkost GesmbH","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3732","","Sojitz Corporation","","","","","","-","","","","","","","Sojitz Corporation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","1","","1/26/2019 2:15:04 AM","","",""
"3733","209","SOK Corporation","Yes","yes","Ciro","2016","9/5/2018","9 Month","5/25/2018","S Group","Meira Nova","Kotimaista, Rainbow, Suomen Osuuskauppojen Keskuskunta, Tuotteissa","Kotimaista,  Rainbow,  Suomen Osuuskauppojen Keskuskunta,  Tuotteissa","","www.s-kanava.fi/en","","Finland","Private","Private","Broadline Retailers","Business/Consumer Services","No","","","7074000000.0000","EUR","","7681875894","12/31/2016","","","","","","","","","","","","Potential","Yes","Yes","No","2","","3","3","","2/13/2019 5:22:08 PM","","","Country"
"3734","","Sokolow","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3735","","Sol Couros","","","","","","-","","","","","","","http://solcouros.com.br/","","Brazil","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:15:04 AM","","",""
"3736","","Solarec","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3737","","Solent International","","","","","","-","","","","","","","Solent International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3929","","TATE & LYLE FOOD SYSTEMS","","","","","","-","","","","","","","TATE & LYLE FOOD SYSTEMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3930","","Taura Natural Ingredients","","","","","","-","","","","","","","Taura Natural Ingredients","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3931","","Taurus Hides","","","","","","-","","","","","","","http://www.globalcat.in","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:15:04 AM","","",""
"3932","","Taveesin Tannery Co","","","","","","-","","","","","","","www.taveesin.com","","Thailand","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:15:04 AM","","",""
"3933","","Tay Ninh Kuo Yuen","","","","","","-","","","","","","","www.kuoyuen.com","","Vietnam","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:15:04 AM","","",""
"3934","","TAYCA CORPORATION","","","","","","-","","","","","","","TAYCA CORPORATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
